display_name,first_name,id,last_name,party,state,year
Lugar (R-IN),Richard,S105,Lugar,R,IN,2009
McCaskill (D-MO),Claire,S312,McCaskill,D,MO,2009
Menendez (D-NJ),Robert,S306,Menendez,D,NJ,2009
Merkley (D-OR),Jeff,S322,Merkley,D,OR,2009
Mikulski (D-MD),Barbara,S182,Mikulski,D,MD,2009
Murkowski (R-AK),Lisa,S288,Murkowski,R,AK,2009
Murray (D-WA),Patty,S229,Murray,D,WA,2009
Nelson (D-FL),Bill,S282,Nelson,D,FL,2009
Nelson (D-NE),E.,S283,Nelson,D,NE,2009
Pryor (D-AR),Mark,S295,Pryor,D,AR,2009
Reed (D-RI),John,S259,Reed,D,RI,2009
Reid (D-NV),Harry,S198,Reid,D,NV,2009
Risch (R-ID),James,S323,Risch,R,ID,2009
Rockefeller (D-WV),Jay,S176,Rockefeller,D,WV,2009
Salazar (D-CO),Ken,S297,Salazar,D,CO,2009
Sanders (I-VT),Bernard,S313,Sanders,I,VT,2009
Schumer (D-NY),Charles,S270,Schumer,D,NY,2009
Shaheen (D-NH),Jeanne,S324,Shaheen,D,NH,2009
Snowe (R-ME),Olympia,S245,Snowe,R,ME,2009
Stabenow (D-MI),Debbie,S284,Stabenow,D,MI,2009
Tester (D-MT),Jon,S314,Tester,D,MT,2009
Udall (D-CO),Mark,S325,Udall,D,CO,2009
Udall (D-NM),Tom,S326,Udall,D,NM,2009
Warner (D-VA),Mark,S327,Warner,D,VA,2009
Webb (D-VA),James,S315,Webb,D,VA,2009
Whitehouse (D-RI),Sheldon,S316,Whitehouse,D,RI,2009
Wicker (R-MS),Roger,S318,Wicker,R,MS,2009
Wyden (D-OR),Ron,S247,Wyden,D,OR,2009
Burris (D-IL),Roland,S328,Burris,D,IL,2009
Kaufman (D-DE),Edward,S329,Kaufman,D,DE,2009
Bennet (D-CO),Michael,S330,Bennet,D,CO,2009
Gillibrand (D-NY),Kirsten,S331,Gillibrand,D,NY,2009
Specter (D-PA),Arlen,S161,Specter,D,PA,2009
Franken (D-MN),Al,S332,Franken,D,MN,2009
LeMieux (R-FL),George,S333,LeMieux,R,FL,2009
Kirk (D-MA),Paul,S334,Kirk,D,MA,2009
Bond (R-MO),Christopher,S200,Bond,R,MO,2010
Roberts (R-KS),Pat,S260,Roberts,R,KS,2010
Udall (D-CO),Mark,S325,Udall,D,CO,2010
Akaka (D-HI),Daniel,S213,Akaka,D,HI,2010
Alexander (R-TN),Lamar,S289,Alexander,R,TN,2010
Barrasso (R-WY),John,S317,Barrasso,R,WY,2010
Baucus (D-MT),Max,S127,Baucus,D,MT,2010
Bayh (D-IN),Evan,S264,Bayh,D,IN,2010
Begich (D-AK),Mark,S319,Begich,D,AK,2010
Bennet (D-CO),Michael,S330,Bennet,D,CO,2010
Bennett (R-UT),Robert,S231,Bennett,R,UT,2010
Bingaman (D-NM),Jeff,S167,Bingaman,D,NM,2010
Boxer (D-CA),Barbara,S223,Boxer,D,CA,2010
Brown (D-OH),Sherrod,S307,Brown,D,OH,2010
Brownback (R-KS),Samuel,S249,Brownback,R,KS,2010
Bunning (R-KY),Jim,S265,Bunning,R,KY,2010
Burr (R-NC),Richard,S300,Burr,R,NC,2010
Burris (D-IL),Roland,S328,Burris,D,IL,2010
Byrd (D-WV),Robert,S017,Byrd,D,WV,2010
Cantwell (D-WA),Maria,S275,Cantwell,D,WA,2010
Cardin (D-MD),Benjamin,S308,Cardin,D,MD,2010
Carper (D-DE),Thomas,S277,Carper,D,DE,2010
Casey (D-PA),Bob,S309,Casey,D,PA,2010
Chambliss (R-GA),Saxby,S290,Chambliss,R,GA,2010
Coburn (R-OK),Tom,S301,Coburn,R,OK,2010
Cochran (R-MS),Thad,S136,Cochran,R,MS,2010
Collins (R-ME),Susan,S252,Collins,R,ME,2010
Conrad (D-ND),Kent,S201,Conrad,D,ND,2010
Corker (R-TN),Bob,S310,Corker,R,TN,2010
Cornyn (R-TX),John,S287,Cornyn,R,TX,2010
Crapo (R-ID),Mike,S266,Crapo,R,ID,2010
DeMint (R-SC),James,S302,DeMint,R,SC,2010
Dodd (D-CT),Christopher,S150,Dodd,D,CT,2010
Dorgan (D-ND),Byron,S222,Dorgan,D,ND,2010
Durbin (D-IL),Richard,S253,Durbin,D,IL,2010
Ensign (R-NV),John,S281,Ensign,R,NV,2010
Enzi (R-WY),Michael,S254,Enzi,R,WY,2010
Feingold (D-WI),Russ,S230,Feingold,D,WI,2010
Feinstein (D-CA),Dianne,S221,Feinstein,D,CA,2010
Franken (D-MN),Al,S332,Franken,D,MN,2010
Gillibrand (D-NY),Kirsten,S331,Gillibrand,D,NY,2010
Graham (R-SC),Lindsey,S293,Graham,R,SC,2010
Grassley (R-IA),Charles,S153,Grassley,R,IA,2010
Gregg (R-NH),Judd,S224,Gregg,R,NH,2010
Hagan (D-NC),Kay,S320,Hagan,D,NC,2010
Harkin (D-IA),Tom,S172,Harkin,D,IA,2010
Hatch (R-UT),Orrin,S118,Hatch,R,UT,2010
Hutchison (R-TX),Kay,S235,Hutchison,R,TX,2010
Inhofe (R-OK),Jim,S236,Inhofe,R,OK,2010
Inouye (D-HI),Daniel,S051,Inouye,D,HI,2010
Isakson (R-GA),Johnny,S305,Isakson,R,GA,2010
Johanns (R-NE),Mike,S321,Johanns,R,NE,2010
Johnson (D-SD),Tim,S257,Johnson,D,SD,2010
Kaufman (D-DE),Edward,S329,Kaufman,D,DE,2010
Kerry (D-MA),John,S173,Kerry,D,MA,2010
Kirk (D-MA),Paul,S334,Kirk,D,MA,2010
Klobuchar (D-MN),Amy,S311,Klobuchar,D,MN,2010
Kohl (D-WI),Herb,S209,Kohl,D,WI,2010
Kyl (R-AZ),Jon,S243,Kyl,R,AZ,2010
Landrieu (D-LA),Mary,S258,Landrieu,D,LA,2010
Lautenberg (D-NJ),Frank,S166,Lautenberg,D,NJ,2010
LeMieux (R-FL),George,S333,LeMieux,R,FL,2010
Leahy (D-VT),Patrick,S057,Leahy,D,VT,2010
Levin (D-MI),Carl,S131,Levin,D,MI,2010
Lieberman (ID-CT),Joe,S210,Lieberman,ID,CT,2010
Lincoln (D-AR),Blanche,S269,Lincoln,D,AR,2010
Lugar (R-IN),Richard,S105,Lugar,R,IN,2010
McCain (R-AZ),John,S197,McCain,R,AZ,2010
McCaskill (D-MO),Claire,S312,McCaskill,D,MO,2010
McConnell (R-KY),Mitch,S174,McConnell,R,KY,2010
Menendez (D-NJ),Robert,S306,Menendez,D,NJ,2010
Merkley (D-OR),Jeff,S322,Merkley,D,OR,2010
Mikulski (D-MD),Barbara,S182,Mikulski,D,MD,2010
Murkowski (R-AK),Lisa,S288,Murkowski,R,AK,2010
Murray (D-WA),Patty,S229,Murray,D,WA,2010
Nelson (D-FL),Bill,S282,Nelson,D,FL,2010
Nelson (D-NE),E.,S283,Nelson,D,NE,2010
Pryor (D-AR),Mark,S295,Pryor,D,AR,2010
Reed (D-RI),John,S259,Reed,D,RI,2010
Reid (D-NV),Harry,S198,Reid,D,NV,2010
Risch (R-ID),James,S323,Risch,R,ID,2010
Rockefeller (D-WV),Jay,S176,Rockefeller,D,WV,2010
Sanders (I-VT),Bernard,S313,Sanders,I,VT,2010
Schumer (D-NY),Charles,S270,Schumer,D,NY,2010
Sessions (R-AL),Jeff,S261,Sessions,R,AL,2010
Shaheen (D-NH),Jeanne,S324,Shaheen,D,NH,2010
Shelby (R-AL),Richard,S184,Shelby,R,AL,2010
Snowe (R-ME),Olympia,S245,Snowe,R,ME,2010
Specter (D-PA),Arlen,S161,Specter,D,PA,2010
Stabenow (D-MI),Debbie,S284,Stabenow,D,MI,2010
Tester (D-MT),Jon,S314,Tester,D,MT,2010
Thune (R-SD),John,S303,Thune,R,SD,2010
Udall (D-NM),Tom,S326,Udall,D,NM,2010
Vitter (R-LA),David,S299,Vitter,R,LA,2010
Voinovich (R-OH),George,S271,Voinovich,R,OH,2010
Warner (D-VA),Mark,S327,Warner,D,VA,2010
Webb (D-VA),James,S315,Webb,D,VA,2010
Whitehouse (D-RI),Sheldon,S316,Whitehouse,D,RI,2010
Wicker (R-MS),Roger,S318,Wicker,R,MS,2010
Wyden (D-OR),Ron,S247,Wyden,D,OR,2010
Brown (R-MA),Scott,S335,Brown,R,MA,2010
Goodwin (D-WV),Carte,S336,Goodwin,D,WV,2010
Coons (D-DE),Christopher,S337,Coons,D,DE,2010
Manchin (D-WV),Joe,S338,Manchin,D,WV,2010
Kirk (R-IL),Mark,S339,Kirk,R,IL,2010
Feinstein (D-CA),Dianne,S221,Feinstein,D,CA,2011
Rockefeller (D-WV),Jay,S176,Rockefeller,D,WV,2011
Webb (D-VA),James,S315,Webb,D,VA,2011
Akaka (D-HI),Daniel,S213,Akaka,D,HI,2011
Alexander (R-TN),Lamar,S289,Alexander,R,TN,2011
Ayotte (R-NH),Kelly,S340,Ayotte,R,NH,2011
Barrasso (R-WY),John,S317,Barrasso,R,WY,2011
Baucus (D-MT),Max,S127,Baucus,D,MT,2011
Begich (D-AK),Mark,S319,Begich,D,AK,2011
Bennet (D-CO),Michael,S330,Bennet,D,CO,2011
Bingaman (D-NM),Jeff,S167,Bingaman,D,NM,2011
Blumenthal (D-CT),Richard,S341,Blumenthal,D,CT,2011
Blunt (R-MO),Roy,S342,Blunt,R,MO,2011
Boozman (R-AR),John,S343,Boozman,R,AR,2011
Boxer (D-CA),Barbara,S223,Boxer,D,CA,2011
Brown (D-OH),Sherrod,S307,Brown,D,OH,2011
Brown (R-MA),Scott,S335,Brown,R,MA,2011
Burr (R-NC),Richard,S300,Burr,R,NC,2011
Cantwell (D-WA),Maria,S275,Cantwell,D,WA,2011
Cardin (D-MD),Benjamin,S308,Cardin,D,MD,2011
Carper (D-DE),Thomas,S277,Carper,D,DE,2011
Casey (D-PA),Bob,S309,Casey,D,PA,2011
Chambliss (R-GA),Saxby,S290,Chambliss,R,GA,2011
Coats (R-IN),Dan,S212,Coats,R,IN,2011
Coburn (R-OK),Tom,S301,Coburn,R,OK,2011
Cochran (R-MS),Thad,S136,Cochran,R,MS,2011
Collins (R-ME),Susan,S252,Collins,R,ME,2011
Conrad (D-ND),Kent,S201,Conrad,D,ND,2011
Coons (D-DE),Christopher,S337,Coons,D,DE,2011
Corker (R-TN),Bob,S310,Corker,R,TN,2011
Cornyn (R-TX),John,S287,Cornyn,R,TX,2011
Crapo (R-ID),Mike,S266,Crapo,R,ID,2011
DeMint (R-SC),James,S302,DeMint,R,SC,2011
Durbin (D-IL),Richard,S253,Durbin,D,IL,2011
Ensign (R-NV),John,S281,Ensign,R,NV,2011
Enzi (R-WY),Michael,S254,Enzi,R,WY,2011
Franken (D-MN),Al,S332,Franken,D,MN,2011
Gillibrand (D-NY),Kirsten,S331,Gillibrand,D,NY,2011
Graham (R-SC),Lindsey,S293,Graham,R,SC,2011
Grassley (R-IA),Chuck,S153,Grassley,R,IA,2011
Hagan (D-NC),Kay,S320,Hagan,D,NC,2011
Harkin (D-IA),Tom,S172,Harkin,D,IA,2011
Hatch (R-UT),Orrin,S118,Hatch,R,UT,2011
Hoeven (R-ND),John,S344,Hoeven,R,ND,2011
Hutchison (R-TX),Kay,S235,Hutchison,R,TX,2011
Inhofe (R-OK),Jim,S236,Inhofe,R,OK,2011
Inouye (D-HI),Daniel,S051,Inouye,D,HI,2011
Isakson (R-GA),Johnny,S305,Isakson,R,GA,2011
Johanns (R-NE),Mike,S321,Johanns,R,NE,2011
Johnson (D-SD),Tim,S257,Johnson,D,SD,2011
Johnson (R-WI),Ron,S345,Johnson,R,WI,2011
Kerry (D-MA),John,S173,Kerry,D,MA,2011
Kirk (R-IL),Mark,S339,Kirk,R,IL,2011
Klobuchar (D-MN),Amy,S311,Klobuchar,D,MN,2011
Kohl (D-WI),Herb,S209,Kohl,D,WI,2011
Kyl (R-AZ),Jon,S243,Kyl,R,AZ,2011
Landrieu (D-LA),Mary,S258,Landrieu,D,LA,2011
Lautenberg (D-NJ),Frank,S166,Lautenberg,D,NJ,2011
Leahy (D-VT),Patrick,S057,Leahy,D,VT,2011
Lee (R-UT),Mike,S346,Lee,R,UT,2011
Levin (D-MI),Carl,S131,Levin,D,MI,2011
Lieberman (ID-CT),Joe,S210,Lieberman,ID,CT,2011
Lugar (R-IN),Richard,S105,Lugar,R,IN,2011
Manchin (D-WV),Joe,S338,Manchin,D,WV,2011
McCain (R-AZ),John,S197,McCain,R,AZ,2011
McCaskill (D-MO),Claire,S312,McCaskill,D,MO,2011
McConnell (R-KY),Mitch,S174,McConnell,R,KY,2011
Menendez (D-NJ),Robert,S306,Menendez,D,NJ,2011
Merkley (D-OR),Jeff,S322,Merkley,D,OR,2011
Mikulski (D-MD),Barbara,S182,Mikulski,D,MD,2011
Moran (R-KS),Jerry,S347,Moran,R,KS,2011
Murkowski (R-AK),Lisa,S288,Murkowski,R,AK,2011
Murray (D-WA),Patty,S229,Murray,D,WA,2011
Nelson (D-FL),Bill,S282,Nelson,D,FL,2011
Nelson (D-NE),E.,S283,Nelson,D,NE,2011
Paul (R-KY),Rand,S348,Paul,R,KY,2011
Portman (R-OH),Rob,S349,Portman,R,OH,2011
Pryor (D-AR),Mark,S295,Pryor,D,AR,2011
Reed (D-RI),John,S259,Reed,D,RI,2011
Reid (D-NV),Harry,S198,Reid,D,NV,2011
Risch (R-ID),James,S323,Risch,R,ID,2011
Roberts (R-KS),Pat,S260,Roberts,R,KS,2011
Rubio (R-FL),Marco,S350,Rubio,R,FL,2011
Sanders (I-VT),Bernard,S313,Sanders,I,VT,2011
Schumer (D-NY),Charles,S270,Schumer,D,NY,2011
Sessions (R-AL),Jeff,S261,Sessions,R,AL,2011
Shaheen (D-NH),Jeanne,S324,Shaheen,D,NH,2011
Shelby (R-AL),Richard,S184,Shelby,R,AL,2011
Snowe (R-ME),Olympia,S245,Snowe,R,ME,2011
Stabenow (D-MI),Debbie,S284,Stabenow,D,MI,2011
Tester (D-MT),Jon,S314,Tester,D,MT,2011
Thune (R-SD),John,S303,Thune,R,SD,2011
Toomey (R-PA),Pat,S351,Toomey,R,PA,2011
Udall (D-CO),Mark,S325,Udall,D,CO,2011
Udall (D-NM),Tom,S326,Udall,D,NM,2011
Vitter (R-LA),David,S299,Vitter,R,LA,2011
Warner (D-VA),Mark,S327,Warner,D,VA,2011
Whitehouse (D-RI),Sheldon,S316,Whitehouse,D,RI,2011
Wicker (R-MS),Roger,S318,Wicker,R,MS,2011
Wyden (D-OR),Ron,S247,Wyden,D,OR,2011
Heller (R-NV),Dean,S352,Heller,R,NV,2011
Boozman (R-AR),John,S343,Boozman,R,AR,2012
Coburn (R-OK),Tom,S301,Coburn,R,OK,2012
Cornyn (R-TX),John,S287,Cornyn,R,TX,2012
DeMint (R-SC),James,S302,DeMint,R,SC,2012
Inhofe (R-OK),Jim,S236,Inhofe,R,OK,2012
Isakson (R-GA),Johnny,S305,Isakson,R,GA,2012
Johnson (R-WI),Ron,S345,Johnson,R,WI,2012
Lee (R-UT),Mike,S346,Lee,R,UT,2012
Paul (R-KY),Rand,S348,Paul,R,KY,2012
Risch (R-ID),James,S323,Risch,R,ID,2012
Rubio (R-FL),Marco,S350,Rubio,R,FL,2012
Sessions (R-AL),Jeff,S261,Sessions,R,AL,2012
Shelby (R-AL),Richard,S184,Shelby,R,AL,2012
Toomey (R-PA),Pat,S351,Toomey,R,PA,2012
Vitter (R-LA),David,S299,Vitter,R,LA,2012
Wicker (R-MS),Roger,S318,Wicker,R,MS,2012
Chambliss (R-GA),Saxby,S290,Chambliss,R,GA,2012
Graham (R-SC),Lindsey,S293,Graham,R,SC,2012
Hagan (D-NC),Kay,S320,Hagan,D,NC,2012
Hatch (R-UT),Orrin,S118,Hatch,R,UT,2012
Hoeven (R-ND),John,S344,Hoeven,R,ND,2012
Kirk (R-IL),Mark,S339,Kirk,R,IL,2012
Lautenberg (D-NJ),Frank,S166,Lautenberg,D,NJ,2012
Lieberman (ID-CT),Joe,S210,Lieberman,ID,CT,2012
Mikulski (D-MD),Barbara,S182,Mikulski,D,MD,2012
Sanders (I-VT),Bernard,S313,Sanders,I,VT,2012
Akaka (D-HI),Daniel,S213,Akaka,D,HI,2012
Alexander (R-TN),Lamar,S289,Alexander,R,TN,2012
Ayotte (R-NH),Kelly,S340,Ayotte,R,NH,2012
Barrasso (R-WY),John,S317,Barrasso,R,WY,2012
Baucus (D-MT),Max,S127,Baucus,D,MT,2012
Begich (D-AK),Mark,S319,Begich,D,AK,2012
Bennet (D-CO),Michael,S330,Bennet,D,CO,2012
Bingaman (D-NM),Jeff,S167,Bingaman,D,NM,2012
Blumenthal (D-CT),Richard,S341,Blumenthal,D,CT,2012
Blunt (R-MO),Roy,S342,Blunt,R,MO,2012
Boxer (D-CA),Barbara,S223,Boxer,D,CA,2012
Brown (D-OH),Sherrod,S307,Brown,D,OH,2012
Brown (R-MA),Scott,S335,Brown,R,MA,2012
Burr (R-NC),Richard,S300,Burr,R,NC,2012
Cantwell (D-WA),Maria,S275,Cantwell,D,WA,2012
Cardin (D-MD),Benjamin,S308,Cardin,D,MD,2012
Carper (D-DE),Thomas,S277,Carper,D,DE,2012
Casey (D-PA),Bob,S309,Casey,D,PA,2012
Coats (R-IN),Dan,S212,Coats,R,IN,2012
Cochran (R-MS),Thad,S136,Cochran,R,MS,2012
Collins (R-ME),Susan,S252,Collins,R,ME,2012
Conrad (D-ND),Kent,S201,Conrad,D,ND,2012
Coons (D-DE),Christopher,S337,Coons,D,DE,2012
Corker (R-TN),Bob,S310,Corker,R,TN,2012
Crapo (R-ID),Mike,S266,Crapo,R,ID,2012
Durbin (D-IL),Richard,S253,Durbin,D,IL,2012
Enzi (R-WY),Michael,S254,Enzi,R,WY,2012
Feinstein (D-CA),Dianne,S221,Feinstein,D,CA,2012
Franken (D-MN),Al,S332,Franken,D,MN,2012
Gillibrand (D-NY),Kirsten,S331,Gillibrand,D,NY,2012
Grassley (R-IA),Chuck,S153,Grassley,R,IA,2012
Harkin (D-IA),Tom,S172,Harkin,D,IA,2012
Heller (R-NV),Dean,S352,Heller,R,NV,2012
Hutchison (R-TX),Kay,S235,Hutchison,R,TX,2012
Inouye (D-HI),Daniel,S051,Inouye,D,HI,2012
Johanns (R-NE),Mike,S321,Johanns,R,NE,2012
Johnson (D-SD),Tim,S257,Johnson,D,SD,2012
Kerry (D-MA),John,S173,Kerry,D,MA,2012
Klobuchar (D-MN),Amy,S311,Klobuchar,D,MN,2012
Kohl (D-WI),Herb,S209,Kohl,D,WI,2012
Kyl (R-AZ),Jon,S243,Kyl,R,AZ,2012
Landrieu (D-LA),Mary,S258,Landrieu,D,LA,2012
Leahy (D-VT),Patrick,S057,Leahy,D,VT,2012
Levin (D-MI),Carl,S131,Levin,D,MI,2012
Lugar (R-IN),Richard,S105,Lugar,R,IN,2012
Manchin (D-WV),Joe,S338,Manchin,D,WV,2012
McCain (R-AZ),John,S197,McCain,R,AZ,2012
McCaskill (D-MO),Claire,S312,McCaskill,D,MO,2012
McConnell (R-KY),Mitch,S174,McConnell,R,KY,2012
Menendez (D-NJ),Robert,S306,Menendez,D,NJ,2012
Merkley (D-OR),Jeff,S322,Merkley,D,OR,2012
Moran (R-KS),Jerry,S347,Moran,R,KS,2012
Murkowski (R-AK),Lisa,S288,Murkowski,R,AK,2012
Murray (D-WA),Patty,S229,Murray,D,WA,2012
Nelson (D-FL),Bill,S282,Nelson,D,FL,2012
Nelson (D-NE),E.,S283,Nelson,D,NE,2012
Portman (R-OH),Rob,S349,Portman,R,OH,2012
Pryor (D-AR),Mark,S295,Pryor,D,AR,2012
Reed (D-RI),John,S259,Reed,D,RI,2012
Reid (D-NV),Harry,S198,Reid,D,NV,2012
Roberts (R-KS),Pat,S260,Roberts,R,KS,2012
Rockefeller (D-WV),Jay,S176,Rockefeller,D,WV,2012
Schumer (D-NY),Charles,S270,Schumer,D,NY,2012
Shaheen (D-NH),Jeanne,S324,Shaheen,D,NH,2012
Snowe (R-ME),Olympia,S245,Snowe,R,ME,2012
Stabenow (D-MI),Debbie,S284,Stabenow,D,MI,2012
Tester (D-MT),Jon,S314,Tester,D,MT,2012
Thune (R-SD),John,S303,Thune,R,SD,2012
Udall (D-CO),Mark,S325,Udall,D,CO,2012
Udall (D-NM),Tom,S326,Udall,D,NM,2012
Warner (D-VA),Mark,S327,Warner,D,VA,2012
Webb (D-VA),James,S315,Webb,D,VA,2012
Whitehouse (D-RI),Sheldon,S316,Whitehouse,D,RI,2012
Wyden (D-OR),Ron,S247,Wyden,D,OR,2012
Schatz (D-HI),Brian,S353,Schatz,D,HI,2012
Crapo (R-ID),Mike,S266,Crapo,R,ID,2013
Cruz (R-TX),Ted,S355,Cruz,R,TX,2013
Flake (R-AZ),Jeff,S358,Flake,R,AZ,2013
Hatch (R-UT),Orrin,S118,Hatch,R,UT,2013
Heller (R-NV),Dean,S352,Heller,R,NV,2013
Johnson (R-WI),Ron,S345,Johnson,R,WI,2013
Lee (R-UT),Mike,S346,Lee,R,UT,2013
Paul (R-KY),Rand,S348,Paul,R,KY,2013
Risch (R-ID),James,S323,Risch,R,ID,2013
Rubio (R-FL),Marco,S350,Rubio,R,FL,2013
Sanders (I-VT),Bernie,S313,Sanders,I,VT,2013
Scott (R-SC),Timothy,S365,Scott,R,SC,2013
Sessions (R-AL),Jeff,S261,Sessions,R,AL,2013
Shelby (R-AL),Richard,S184,Shelby,R,AL,2013
Toomey (R-PA),Pat,S351,Toomey,R,PA,2013
Vitter (R-LA),David,S299,Vitter,R,LA,2013
Burr (R-NC),Richard,S300,Burr,R,NC,2013
Chambliss (R-GA),Saxby,S290,Chambliss,R,GA,2013
Coats (R-IN),Dan,S212,Coats,R,IN,2013
Coburn (R-OK),Tom,S301,Coburn,R,OK,2013
Graham (R-SC),Lindsey,S293,Graham,R,SC,2013
Landrieu (D-LA),Mary,S258,Landrieu,D,LA,2013
Alexander (R-TN),Lamar,S289,Alexander,R,TN,2013
Ayotte (R-NH),Kelly,S340,Ayotte,R,NH,2013
Baldwin (D-WI),Tammy,S354,Baldwin,D,WI,2013
Barrasso (R-WY),John,S317,Barrasso,R,WY,2013
Baucus (D-MT),Max,S127,Baucus,D,MT,2013
Begich (D-AK),Mark,S319,Begich,D,AK,2013
Bennet (D-CO),Michael,S330,Bennet,D,CO,2013
Blumenthal (D-CT),Richard,S341,Blumenthal,D,CT,2013
Blunt (R-MO),Roy,S342,Blunt,R,MO,2013
Boozman (R-AR),John,S343,Boozman,R,AR,2013
Boxer (D-CA),Barbara,S223,Boxer,D,CA,2013
Brown (D-OH),Sherrod,S307,Brown,D,OH,2013
Cantwell (D-WA),Maria,S275,Cantwell,D,WA,2013
Cardin (D-MD),Ben,S308,Cardin,D,MD,2013
Carper (D-DE),Thomas,S277,Carper,D,DE,2013
Casey (D-PA),Bob,S309,Casey,D,PA,2013
Cochran (R-MS),Thad,S136,Cochran,R,MS,2013
Collins (R-ME),Susan,S252,Collins,R,ME,2013
Coons (D-DE),Christopher,S337,Coons,D,DE,2013
Corker (R-TN),Bob,S310,Corker,R,TN,2013
Cornyn (R-TX),John,S287,Cornyn,R,TX,2013
Donnelly (D-IN),Joe,S356,Donnelly,D,IN,2013
Durbin (D-IL),Richard,S253,Durbin,D,IL,2013
Enzi (R-WY),Michael,S254,Enzi,R,WY,2013
Feinstein (D-CA),Dianne,S221,Feinstein,D,CA,2013
Fischer (R-NE),Deb,S357,Fischer,R,NE,2013
Franken (D-MN),Al,S332,Franken,D,MN,2013
Gillibrand (D-NY),Kirsten,S331,Gillibrand,D,NY,2013
Grassley (R-IA),Chuck,S153,Grassley,R,IA,2013
Hagan (D-NC),Kay,S320,Hagan,D,NC,2013
Harkin (D-IA),Tom,S172,Harkin,D,IA,2013
Heinrich (D-NM),Martin,S359,Heinrich,D,NM,2013
Heitkamp (D-ND),Heidi,S360,Heitkamp,D,ND,2013
Hirono (D-HI),Mazie,S361,Hirono,D,HI,2013
Hoeven (R-ND),John,S344,Hoeven,R,ND,2013
Inhofe (R-OK),Jim,S236,Inhofe,R,OK,2013
Isakson (R-GA),Johnny,S305,Isakson,R,GA,2013
Johanns (R-NE),Mike,S321,Johanns,R,NE,2013
Johnson (D-SD),Tim,S257,Johnson,D,SD,2013
Kaine (D-VA),Timothy,S362,Kaine,D,VA,2013
Kerry (D-MA),John,S173,Kerry,D,MA,2013
King (I-ME),Angus,S363,King,I,ME,2013
Kirk (R-IL),Mark,S339,Kirk,R,IL,2013
Klobuchar (D-MN),Amy,S311,Klobuchar,D,MN,2013
Lautenberg (D-NJ),Frank,S166,Lautenberg,D,NJ,2013
Leahy (D-VT),Patrick,S057,Leahy,D,VT,2013
Levin (D-MI),Carl,S131,Levin,D,MI,2013
Manchin (D-WV),Joe,S338,Manchin,D,WV,2013
McCain (R-AZ),John,S197,McCain,R,AZ,2013
McCaskill (D-MO),Claire,S312,McCaskill,D,MO,2013
McConnell (R-KY),Mitch,S174,McConnell,R,KY,2013
Menendez (D-NJ),Robert,S306,Menendez,D,NJ,2013
Merkley (D-OR),Jeff,S322,Merkley,D,OR,2013
Mikulski (D-MD),Barbara,S182,Mikulski,D,MD,2013
Moran (R-KS),Jerry,S347,Moran,R,KS,2013
Murkowski (R-AK),Lisa,S288,Murkowski,R,AK,2013
Murphy (D-CT),Christopher,S364,Murphy,D,CT,2013
Murray (D-WA),Patty,S229,Murray,D,WA,2013
Nelson (D-FL),Bill,S282,Nelson,D,FL,2013
Portman (R-OH),Rob,S349,Portman,R,OH,2013
Pryor (D-AR),Mark,S295,Pryor,D,AR,2013
Reed (D-RI),John,S259,Reed,D,RI,2013
Reid (D-NV),Harry,S198,Reid,D,NV,2013
Roberts (R-KS),Pat,S260,Roberts,R,KS,2013
Rockefeller (D-WV),Jay,S176,Rockefeller,D,WV,2013
Schatz (D-HI),Brian,S353,Schatz,D,HI,2013
Schumer (D-NY),Charles,S270,Schumer,D,NY,2013
Shaheen (D-NH),Jeanne,S324,Shaheen,D,NH,2013
Stabenow (D-MI),Debbie,S284,Stabenow,D,MI,2013
Tester (D-MT),Jon,S314,Tester,D,MT,2013
Thune (R-SD),John,S303,Thune,R,SD,2013
Udall (D-CO),Mark,S325,Udall,D,CO,2013
Udall (D-NM),Tom,S326,Udall,D,NM,2013
Warner (D-VA),Mark,S327,Warner,D,VA,2013
Warren (D-MA),Elizabeth,S366,Warren,D,MA,2013
Whitehouse (D-RI),Sheldon,S316,Whitehouse,D,RI,2013
Wicker (R-MS),Roger,S318,Wicker,R,MS,2013
Wyden (D-OR),Ron,S247,Wyden,D,OR,2013
Cowan (D-MA),"William ""Mo""",S367,Cowan,D,MA,2013
Chiesa (R-NJ),Jeffrey,S368,Chiesa,R,NJ,2013
Markey (D-MA),Edward,S369,Markey,D,MA,2013
Booker (D-NJ),Cory,S370,Booker,D,NJ,2013
Barrasso (R-WY),John,S317,Barrasso,R,WY,2014
Blunt (R-MO),Roy,S342,Blunt,R,MO,2014
Boozman (R-AR),John,S343,Boozman,R,AR,2014
Cochran (R-MS),Thad,S136,Cochran,R,MS,2014
Cornyn (R-TX),John,S287,Cornyn,R,TX,2014
Crapo (R-ID),Mike,S266,Crapo,R,ID,2014
Cruz (R-TX),Ted,S355,Cruz,R,TX,2014
Enzi (R-WY),Michael,S254,Enzi,R,WY,2014
Fischer (R-NE),Deb,S357,Fischer,R,NE,2014
Grassley (R-IA),Chuck,S153,Grassley,R,IA,2014
Heller (R-NV),Dean,S352,Heller,R,NV,2014
Hoeven (R-ND),John,S344,Hoeven,R,ND,2014
Inhofe (R-OK),Jim,S236,Inhofe,R,OK,2014
Isakson (R-GA),Johnny,S305,Isakson,R,GA,2014
Johanns (R-NE),Mike,S321,Johanns,R,NE,2014
