display_name,first_name,id,last_name,party,state,year
Bunning (R-KY),Jim,S265,Bunning,R,KY,2000
Burns (R-MT),Conrad,S211,Burns,R,MT,2000
Campbell (R-CO),Ben,S225,Campbell,R,CO,2000
"Chafee, L.  (R-RI)",Lincoln,S272,Chafee,R,RI,2000
Cochran (R-MS),Thad,S136,Cochran,R,MS,2000
Collins (R-ME),Susan,S252,Collins,R,ME,2000
Coverdell (R-GA),Paul,S228,Coverdell,R,GA,2000
Craig (R-ID),Larry,S215,Craig,R,ID,2000
Crapo (R-ID),Michael,S266,Crapo,R,ID,2000
DeWine (R-OH),Mike,S240,DeWine,R,OH,2000
Domenici (R-NM),Pete,S027,Domenici,R,NM,2000
Enzi (R-WY),Michael,S254,Enzi,R,WY,2000
Frist (R-TN),Bill,S241,Frist,R,TN,2000
Gorton (R-WA),Slade,S152,Gorton,R,WA,2000
Gramm (R-TX),Phil,S171,Gramm,R,TX,2000
Grams (R-MN),Rod,S242,Grams,R,MN,2000
Grassley (R-IA),Chuck,S153,Grassley,R,IA,2000
Hagel (R-NE),Chuck,S255,Hagel,R,NE,2000
Hatch (R-UT),Orrin,S118,Hatch,R,UT,2000
Helms (R-NC),Jesse,S046,Helms,R,NC,2000
Hutchinson (R-AR),Tim,S256,Hutchinson,R,AR,2000
Hutchison (R-TX),Kay,S235,Hutchison,R,TX,2000
Inhofe (R-OK),James,S236,Inhofe,R,OK,2000
Johnson (D-SD),Tim,S257,Johnson,D,SD,2000
Kyl (R-AZ),Jon,S243,Kyl,R,AZ,2000
Lincoln (D-AR),Blanche,S269,Lincoln,D,AR,2000
Lott (R-MS),Trent,S203,Lott,R,MS,2000
Lugar (R-IN),Richard,S105,Lugar,R,IN,2000
Mack (R-FL),Connie,S205,Mack,R,FL,2000
McConnell (R-KY),Mitch,S174,McConnell,R,KY,2000
Murkowski (R-AK),Frank,S157,Murkowski,R,AK,2000
Nickles (R-OK),Don,S158,Nickles,R,OK,2000
Roberts (R-KS),Pat,S260,Roberts,R,KS,2000
Roth (R-DE),William,S083,Roth,R,DE,2000
Santorum (R-PA),Rick,S244,Santorum,R,PA,2000
Sessions (R-AL),Jeff,S261,Sessions,R,AL,2000
Shelby (R-AL),Richard,S184,Shelby,R,AL,2000
Smith (R-NH),Bob,S216,Smith,R,NH,2000
Smith (R-OR),Gordon,S262,Smith,R,OR,2000
Snowe (R-ME),Olympia,S245,Snowe,R,ME,2000
Specter (R-PA),Arlen,S161,Specter,R,PA,2000
Stevens (R-AK),Ted,S090,Stevens,R,AK,2000
Thomas (R-WY),Craig,S246,Thomas,R,WY,2000
Thompson (R-TN),Fred,S237,Thompson,R,TN,2000
Thurmond (R-SC),Strom,S096,Thurmond,R,SC,2000
Voinovich (R-OH),George,S271,Voinovich,R,OH,2000
Warner (R-VA),John,S143,Warner,R,VA,2000
Miller (D-GA),Zell,S273,Miller,D,GA,2000
Akaka (D-HI),Daniel,S213,Akaka,D,HI,2001
Allard (R-CO),Wayne,S250,Allard,R,CO,2001
Allen (R-VA),George,S274,Allen,R,VA,2001
Baucus (D-MT),Max,S127,Baucus,D,MT,2001
Bayh (D-IN),Evan,S264,Bayh,D,IN,2001
Bennett (R-UT),Robert,S231,Bennett,R,UT,2001
Biden (D-DE),Joseph,S010,Biden,D,DE,2001
Bingaman (D-NM),Jeff,S167,Bingaman,D,NM,2001
Bond (R-MO),Christopher,S200,Bond,R,MO,2001
Boxer (D-CA),Barbara,S223,Boxer,D,CA,2001
Breaux (D-LA),John,S179,Breaux,D,LA,2001
Brownback (R-KS),Sam,S249,Brownback,R,KS,2001
Bunning (R-KY),Jim,S265,Bunning,R,KY,2001
Burns (R-MT),Conrad,S211,Burns,R,MT,2001
Byrd (D-WV),Robert,S017,Byrd,D,WV,2001
Campbell (R-CO),Ben,S225,Campbell,R,CO,2001
Cantwell (D-WA),Maria,S275,Cantwell,D,WA,2001
Carnahan (D-MO),Jean,S276,Carnahan,D,MO,2001
Carper (D-DE),Thomas,S277,Carper,D,DE,2001
Chafee (R-RI),Lincoln,S272,Chafee,R,RI,2001
Cleland (D-GA),Max,S251,Cleland,D,GA,2001
Clinton (D-NY),Hillary,S278,Clinton,D,NY,2001
Cochran (R-MS),Thad,S136,Cochran,R,MS,2001
Collins (R-ME),Susan,S252,Collins,R,ME,2001
Conrad (D-ND),Kent,S201,Conrad,D,ND,2001
Corzine (D-NJ),Jon,S279,Corzine,D,NJ,2001
Craig (R-ID),Larry,S215,Craig,R,ID,2001
Crapo (R-ID),Michael,S266,Crapo,R,ID,2001
Daschle (D-SD),Thomas,S185,Daschle,D,SD,2001
Dayton (D-MN),Mark,S280,Dayton,D,MN,2001
DeWine (R-OH),Mike,S240,DeWine,R,OH,2001
Dodd (D-CT),Christopher,S150,Dodd,D,CT,2001
Domenici (R-NM),Pete,S027,Domenici,R,NM,2001
Dorgan (D-ND),Byron,S222,Dorgan,D,ND,2001
Durbin (D-IL),Richard,S253,Durbin,D,IL,2001
Edwards (D-NC),John,S267,Edwards,D,NC,2001
Ensign (R-NV),John,S281,Ensign,R,NV,2001
Enzi (R-WY),Michael,S254,Enzi,R,WY,2001
Feingold (D-WI),Russell,S230,Feingold,D,WI,2001
Feinstein (D-CA),Dianne,S221,Feinstein,D,CA,2001
Fitzgerald (R-IL),Peter,S268,Fitzgerald,R,IL,2001
Frist (R-TN),Bill,S241,Frist,R,TN,2001
Graham (D-FL),Bob,S199,Graham,D,FL,2001
Gramm (R-TX),Phil,S171,Gramm,R,TX,2001
Grassley (R-IA),Chuck,S153,Grassley,R,IA,2001
Gregg (R-NH),Judd,S224,Gregg,R,NH,2001
Hagel (R-NE),Chuck,S255,Hagel,R,NE,2001
Harkin (D-IA),Tom,S172,Harkin,D,IA,2001
Hatch (R-UT),Orrin,S118,Hatch,R,UT,2001
Helms (R-NC),Jesse,S046,Helms,R,NC,2001
Hollings (D-SC),Ernest,S047,Hollings,D,SC,2001
Hutchinson (R-AR),Tim,S256,Hutchinson,R,AR,2001
Hutchison (R-TX),Kay,S235,Hutchison,R,TX,2001
Inhofe (R-OK),James,S236,Inhofe,R,OK,2001
Inouye (D-HI),Daniel,S051,Inouye,D,HI,2001
Jeffords (R-VT),James,S204,Jeffords,R,VT,2001
Johnson (D-SD),Tim,S257,Johnson,D,SD,2001
Kennedy (D-MA),Edward,S055,Kennedy,D,MA,2001
Kerry (D-MA),John,S173,Kerry,D,MA,2001
Kohl (D-WI),Herb,S209,Kohl,D,WI,2001
Kyl (R-AZ),Jon,S243,Kyl,R,AZ,2001
Landrieu (D-LA),Mary,S258,Landrieu,D,LA,2001
Leahy (D-VT),Patrick,S057,Leahy,D,VT,2001
Levin (D-MI),Carl,S131,Levin,D,MI,2001
Lieberman (D-CT),Joseph,S210,Lieberman,D,CT,2001
Lincoln (D-AR),Blanche,S269,Lincoln,D,AR,2001
Lott (R-MS),Trent,S203,Lott,R,MS,2001
Lugar (R-IN),Richard,S105,Lugar,R,IN,2001
McCain (R-AZ),John,S197,McCain,R,AZ,2001
McConnell (R-KY),Mitch,S174,McConnell,R,KY,2001
Mikulski (D-MD),Barbara,S182,Mikulski,D,MD,2001
Miller (D-GA),Zell,S273,Miller,D,GA,2001
Murkowski (R-AK),Frank,S157,Murkowski,R,AK,2001
Murray (D-WA),Patty,S229,Murray,D,WA,2001
Nelson (D-FL),Bill,S282,Nelson,D,FL,2001
Nelson (D-NE),E.,S283,Nelson,D,NE,2001
Nickles (R-OK),Don,S158,Nickles,R,OK,2001
Reed (D-RI),Jack,S259,Reed,D,RI,2001
Reid (D-NV),Harry,S198,Reid,D,NV,2001
Roberts (R-KS),Pat,S260,Roberts,R,KS,2001
Rockefeller (D-WV),John,S176,Rockefeller,D,WV,2001
Santorum (R-PA),Rick,S244,Santorum,R,PA,2001
Sarbanes (D-MD),Paul,S106,Sarbanes,D,MD,2001
Schumer (D-NY),Charles,S270,Schumer,D,NY,2001
Sessions (R-AL),Jeff,S261,Sessions,R,AL,2001
Shelby (R-AL),Richard,S184,Shelby,R,AL,2001
Smith (R-NH),Bob,S216,Smith,R,NH,2001
Smith (R-OR),Gordon,S262,Smith,R,OR,2001
Snowe (R-ME),Olympia,S245,Snowe,R,ME,2001
Specter (R-PA),Arlen,S161,Specter,R,PA,2001
Stabenow (D-MI),Debbie,S284,Stabenow,D,MI,2001
Stevens (R-AK),Ted,S090,Stevens,R,AK,2001
Thomas (R-WY),Craig,S246,Thomas,R,WY,2001
Thompson (R-TN),Fred,S237,Thompson,R,TN,2001
Thurmond (R-SC),Strom,S096,Thurmond,R,SC,2001
Torricelli (D-NJ),Robert,S263,Torricelli,D,NJ,2001
Voinovich (R-OH),George,S271,Voinovich,R,OH,2001
Warner (R-VA),John,S143,Warner,R,VA,2001
Wellstone (D-MN),Paul,S217,Wellstone,D,MN,2001
Wyden (D-OR),Ron,S247,Wyden,D,OR,2001
Jeffords (I-VT),James,S204,Jeffords,I,VT,2001
Allen (R-VA),George,S274,Allen,R,VA,2002
Bond (R-MO),Christopher,S200,Bond,R,MO,2002
Breaux (D-LA),John,S179,Breaux,D,LA,2002
Gregg (R-NH),Judd,S224,Gregg,R,NH,2002
Inhofe (R-OK),James,S236,Inhofe,R,OK,2002
McCain (R-AZ),John,S197,McCain,R,AZ,2002
Akaka (D-HI),Daniel,S213,Akaka,D,HI,2002
Lieberman (D-CT),Joseph,S210,Lieberman,D,CT,2002
Miller (D-GA),Zell,S273,Miller,D,GA,2002
Murkowski (R-AK),Frank,S157,Murkowski,R,AK,2002
Sessions (R-AL),Jeff,S261,Sessions,R,AL,2002
Shelby (R-AL),Richard,S184,Shelby,R,AL,2002
Allard (R-CO),Wayne,S250,Allard,R,CO,2002
Baucus (D-MT),Max,S127,Baucus,D,MT,2002
Bayh (D-IN),Evan,S264,Bayh,D,IN,2002
Bennett (R-UT),Robert,S231,Bennett,R,UT,2002
Biden (D-DE),Joseph,S010,Biden,D,DE,2002
Bingaman (D-NM),Jeff,S167,Bingaman,D,NM,2002
Boxer (D-CA),Barbara,S223,Boxer,D,CA,2002
Brownback (R-KS),Sam,S249,Brownback,R,KS,2002
Bunning (R-KY),Jim,S265,Bunning,R,KY,2002
Burns (R-MT),Conrad,S211,Burns,R,MT,2002
Byrd (D-WV),Robert,S017,Byrd,D,WV,2002
Campbell (R-CO),Ben,S225,Campbell,R,CO,2002
Cantwell (D-WA),Maria,S275,Cantwell,D,WA,2002
Carnahan (D-MO),Jean,S276,Carnahan,D,MO,2002
Carper (D-DE),Thomas,S277,Carper,D,DE,2002
Chafee (R-RI),Lincoln,S272,Chafee,R,RI,2002
Cleland (D-GA),Max,S251,Cleland,D,GA,2002
Clinton (D-NY),Hillary,S278,Clinton,D,NY,2002
Cochran (R-MS),Thad,S136,Cochran,R,MS,2002
Collins (R-ME),Susan,S252,Collins,R,ME,2002
Conrad (D-ND),Kent,S201,Conrad,D,ND,2002
Corzine (D-NJ),Jon,S279,Corzine,D,NJ,2002
Craig (R-ID),Larry,S215,Craig,R,ID,2002
Crapo (R-ID),Michael,S266,Crapo,R,ID,2002
Daschle (D-SD),Thomas,S185,Daschle,D,SD,2002
Dayton (D-MN),Mark,S280,Dayton,D,MN,2002
DeWine (R-OH),Mike,S240,DeWine,R,OH,2002
Dodd (D-CT),Christopher,S150,Dodd,D,CT,2002
Domenici (R-NM),Pete,S027,Domenici,R,NM,2002
Dorgan (D-ND),Byron,S222,Dorgan,D,ND,2002
Durbin (D-IL),Richard,S253,Durbin,D,IL,2002
Edwards (D-NC),John,S267,Edwards,D,NC,2002
Ensign (R-NV),John,S281,Ensign,R,NV,2002
Enzi (R-WY),Michael,S254,Enzi,R,WY,2002
Feingold (D-WI),Russell,S230,Feingold,D,WI,2002
Feinstein (D-CA),Dianne,S221,Feinstein,D,CA,2002
Fitzgerald (R-IL),Peter,S268,Fitzgerald,R,IL,2002
Frist (R-TN),Bill,S241,Frist,R,TN,2002
Graham (D-FL),Bob,S199,Graham,D,FL,2002
Gramm (R-TX),Phil,S171,Gramm,R,TX,2002
Grassley (R-IA),Chuck,S153,Grassley,R,IA,2002
Hagel (R-NE),Chuck,S255,Hagel,R,NE,2002
Harkin (D-IA),Tom,S172,Harkin,D,IA,2002
Hatch (R-UT),Orrin,S118,Hatch,R,UT,2002
Helms (R-NC),Jesse,S046,Helms,R,NC,2002
Hollings (D-SC),Ernest,S047,Hollings,D,SC,2002
Hutchinson (R-AR),Tim,S256,Hutchinson,R,AR,2002
Hutchison (R-TX),Kay,S235,Hutchison,R,TX,2002
Inouye (D-HI),Daniel,S051,Inouye,D,HI,2002
Jeffords (I-VT),James,S204,Jeffords,I,VT,2002
Johnson (D-SD),Tim,S257,Johnson,D,SD,2002
Kennedy (D-MA),Edward,S055,Kennedy,D,MA,2002
Kerry (D-MA),John,S173,Kerry,D,MA,2002
Kohl (D-WI),Herb,S209,Kohl,D,WI,2002
Kyl (R-AZ),Jon,S243,Kyl,R,AZ,2002
Landrieu (D-LA),Mary,S258,Landrieu,D,LA,2002
Leahy (D-VT),Patrick,S057,Leahy,D,VT,2002
Levin (D-MI),Carl,S131,Levin,D,MI,2002
Lincoln (D-AR),Blanche,S269,Lincoln,D,AR,2002
Lott (R-MS),Trent,S203,Lott,R,MS,2002
Lugar (R-IN),Richard,S105,Lugar,R,IN,2002
McConnell (R-KY),Mitch,S174,McConnell,R,KY,2002
Mikulski (D-MD),Barbara,S182,Mikulski,D,MD,2002
Murray (D-WA),Patty,S229,Murray,D,WA,2002
Nelson (D-FL),Bill,S282,Nelson,D,FL,2002
Nelson (D-NE),E.,S283,Nelson,D,NE,2002
Nickles (R-OK),Don,S158,Nickles,R,OK,2002
Reed (D-RI),Jack,S259,Reed,D,RI,2002
Reid (D-NV),Harry,S198,Reid,D,NV,2002
Roberts (R-KS),Pat,S260,Roberts,R,KS,2002
Rockefeller (D-WV),John,S176,Rockefeller,D,WV,2002
Santorum (R-PA),Rick,S244,Santorum,R,PA,2002
Sarbanes (D-MD),Paul,S106,Sarbanes,D,MD,2002
Schumer (D-NY),Charles,S270,Schumer,D,NY,2002
Smith (R-NH),Bob,S216,Smith,R,NH,2002
Smith (R-OR),Gordon,S262,Smith,R,OR,2002
Snowe (R-ME),Olympia,S245,Snowe,R,ME,2002
Specter (R-PA),Arlen,S161,Specter,R,PA,2002
Stabenow (D-MI),Debbie,S284,Stabenow,D,MI,2002
Stevens (R-AK),Ted,S090,Stevens,R,AK,2002
Thomas (R-WY),Craig,S246,Thomas,R,WY,2002
Thompson (R-TN),Fred,S237,Thompson,R,TN,2002
Thurmond (R-SC),Strom,S096,Thurmond,R,SC,2002
Torricelli (D-NJ),Robert,S263,Torricelli,D,NJ,2002
Voinovich (R-OH),George,S271,Voinovich,R,OH,2002
Warner (R-VA),John,S143,Warner,R,VA,2002
Wellstone (D-MN),Paul,S217,Wellstone,D,MN,2002
Wyden (D-OR),Ron,S247,Wyden,D,OR,2002
Barkley (I-MN),Dean,S285,Barkley,I,MN,2002
Akaka (D-HI),Daniel,S213,Akaka,D,HI,2003
Baucus (D-MT),Max,S127,Baucus,D,MT,2003
Bayh (D-IN),Evan,S264,Bayh,D,IN,2003
Biden (D-DE),Joseph,S010,Biden,D,DE,2003
Bingaman (D-NM),Jeff,S167,Bingaman,D,NM,2003
Boxer (D-CA),Barbara,S223,Boxer,D,CA,2003
Breaux (D-LA),John,S179,Breaux,D,LA,2003
Byrd (D-WV),Robert,S017,Byrd,D,WV,2003
Cantwell (D-WA),Maria,S275,Cantwell,D,WA,2003
Carper (D-DE),Thomas,S277,Carper,D,DE,2003
Clinton (D-NY),Hillary,S278,Clinton,D,NY,2003
Conrad (D-ND),Kent,S201,Conrad,D,ND,2003
Corzine (D-NJ),Jon,S279,Corzine,D,NJ,2003
Daschle (D-SD),Thomas,S185,Daschle,D,SD,2003
Dayton (D-MN),Mark,S280,Dayton,D,MN,2003
Dodd (D-CT),Christopher,S150,Dodd,D,CT,2003
Dorgan (D-ND),Byron,S222,Dorgan,D,ND,2003
Durbin (D-IL),Richard,S253,Durbin,D,IL,2003
Edwards (D-NC),John,S267,Edwards,D,NC,2003
Feingold (D-WI),Russell,S230,Feingold,D,WI,2003
Feinstein (D-CA),Dianne,S221,Feinstein,D,CA,2003
Graham (D-FL),Bob,S199,Graham,D,FL,2003
Harkin (D-IA),Tom,S172,Harkin,D,IA,2003
Hollings (D-SC),Ernest,S047,Hollings,D,SC,2003
Inouye (D-HI),Daniel,S051,Inouye,D,HI,2003
Jeffords (I-VT),James,S204,Jeffords,I,VT,2003
Johnson (D-SD),Tim,S257,Johnson,D,SD,2003
Landrieu (D-LA),Mary,S258,Landrieu,D,LA,2003
Lautenberg (D-NJ),Frank,S166,Lautenberg,D,NJ,2003
Leahy (D-VT),Patrick,S057,Leahy,D,VT,2003
Levin (D-MI),Carl,S131,Levin,D,MI,2003
Lieberman (D-CT),Joseph,S210,Lieberman,D,CT,2003
Lincoln (D-AR),Blanche,S269,Lincoln,D,AR,2003
Mikulski (D-MD),Barbara,S182,Mikulski,D,MD,2003
Miller (D-GA),Zell,S273,Miller,D,GA,2003
Murray (D-WA),Patty,S229,Murray,D,WA,2003
Nelson (D-FL),Bill,S282,Nelson,D,FL,2003
Nelson (D-NE),E.,S283,Nelson,D,NE,2003
Pryor (D-AR),Mark,S295,Pryor,D,AR,2003
Reed (D-RI),Jack,S259,Reed,D,RI,2003
Reid (D-NV),Harry,S198,Reid,D,NV,2003
Rockefeller (D-WV),John,S176,Rockefeller,D,WV,2003
Sarbanes (D-MD),Paul,S106,Sarbanes,D,MD,2003
Schumer (D-NY),Charles,S270,Schumer,D,NY,2003
Stabenow (D-MI),Debbie,S284,Stabenow,D,MI,2003
Wyden (D-OR),Ron,S247,Wyden,D,OR,2003
Kennedy (D-MA),Edward,S055,Kennedy,D,MA,2003
Kerry (D-MA),John,S173,Kerry,D,MA,2003
Kohl (D-WI),Herb,S209,Kohl,D,WI,2003
Alexander (R-TN),Lamar,S289,Alexander,R,TN,2003
Allard (R-CO),Wayne,S250,Allard,R,CO,2003
Allen (R-VA),George,S274,Allen,R,VA,2003
Bennett (R-UT),Robert,S231,Bennett,R,UT,2003
Bond (R-MO),Christopher,S200,Bond,R,MO,2003
Brownback (R-KS),Sam,S249,Brownback,R,KS,2003
Bunning (R-KY),Jim,S265,Bunning,R,KY,2003
Burns (R-MT),Conrad,S211,Burns,R,MT,2003
Campbell (R-CO),Ben,S225,Campbell,R,CO,2003
Chafee (R-RI),Lincoln,S272,Chafee,R,RI,2003
Chambliss (R-GA),Saxby,S290,Chambliss,R,GA,2003
Cochran (R-MS),Thad,S136,Cochran,R,MS,2003
Coleman (R-MN),Norm,S291,Coleman,R,MN,2003
Collins (R-ME),Susan,S252,Collins,R,ME,2003
Cornyn (R-TX),John,S287,Cornyn,R,TX,2003
Craig (R-ID),Larry,S215,Craig,R,ID,2003
Crapo (R-ID),Michael,S266,Crapo,R,ID,2003
DeWine (R-OH),Mike,S240,DeWine,R,OH,2003
Dole (R-NC),Elizabeth,S292,Dole,R,NC,2003
Domenici (R-NM),Pete,S027,Domenici,R,NM,2003
Ensign (R-NV),John,S281,Ensign,R,NV,2003
Enzi (R-WY),Michael,S254,Enzi,R,WY,2003
Fitzgerald (R-IL),Peter,S268,Fitzgerald,R,IL,2003
Frist (R-TN),Bill,S241,Frist,R,TN,2003
Graham (R-SC),Lindsey,S293,Graham,R,SC,2003
Grassley (R-IA),Chuck,S153,Grassley,R,IA,2003
Gregg (R-NH),Judd,S224,Gregg,R,NH,2003
Hagel (R-NE),Chuck,S255,Hagel,R,NE,2003
Hatch (R-UT),Orrin,S118,Hatch,R,UT,2003
Hutchison (R-TX),Kay,S235,Hutchison,R,TX,2003
Inhofe (R-OK),James,S236,Inhofe,R,OK,2003
Kyl (R-AZ),Jon,S243,Kyl,R,AZ,2003
Lott (R-MS),Trent,S203,Lott,R,MS,2003
Lugar (R-IN),Richard,S105,Lugar,R,IN,2003
McCain (R-AZ),John,S197,McCain,R,AZ,2003
McConnell (R-KY),Mitch,S174,McConnell,R,KY,2003
Murkowski (R-AK),Lisa,S288,Murkowski,R,AK,2003
Nickles (R-OK),Don,S158,Nickles,R,OK,2003
Roberts (R-KS),Pat,S260,Roberts,R,KS,2003
Santorum (R-PA),Rick,S244,Santorum,R,PA,2003
Sessions (R-AL),Jeff,S261,Sessions,R,AL,2003
Shelby (R-AL),Richard,S184,Shelby,R,AL,2003
Smith (R-OR),Gordon,S262,Smith,R,OR,2003
Snowe (R-ME),Olympia,S245,Snowe,R,ME,2003
Specter (R-PA),Arlen,S161,Specter,R,PA,2003
Stevens (R-AK),Ted,S090,Stevens,R,AK,2003
Sununu (R-NH),John,S296,Sununu,R,NH,2003
Talent (R-MO),Jim,S286,Talent,R,MO,2003
Thomas (R-WY),Craig,S246,Thomas,R,WY,2003
Voinovich (R-OH),George,S271,Voinovich,R,OH,2003
Warner (R-VA),John,S143,Warner,R,VA,2003
Allard (R-CO),A.,S250,Allard,R,CO,2003
Inhofe (R-OK),Jim,S236,Inhofe,R,OK,2003
Reed (D-RI),John,S259,Reed,D,RI,2003
Rockefeller (D-WV),Jay,S176,Rockefeller,D,WV,2003
Akaka (D-HI),Daniel,S213,Akaka,D,HI,2004
Bayh (D-IN),Evan,S264,Bayh,D,IN,2004
Biden (D-DE),Joseph,S010,Biden,D,DE,2004
Bingaman (D-NM),Jeff,S167,Bingaman,D,NM,2004
Boxer (D-CA),Barbara,S223,Boxer,D,CA,2004
Breaux (D-LA),John,S179,Breaux,D,LA,2004
Byrd (D-WV),Robert,S017,Byrd,D,WV,2004
Campbell (R-CO),Ben,S225,Campbell,R,CO,2004
Cantwell (D-WA),Maria,S275,Cantwell,D,WA,2004
Carper (D-DE),Thomas,S277,Carper,D,DE,2004
Clinton (D-NY),Hillary,S278,Clinton,D,NY,2004
Conrad (D-ND),Kent,S201,Conrad,D,ND,2004
Corzine (D-NJ),Jon,S279,Corzine,D,NJ,2004
Daschle (D-SD),Thomas,S185,Daschle,D,SD,2004
Dodd (D-CT),Christopher,S150,Dodd,D,CT,2004
Dorgan (D-ND),Byron,S222,Dorgan,D,ND,2004
Durbin (D-IL),Richard,S253,Durbin,D,IL,2004
Ensign (R-NV),John,S281,Ensign,R,NV,2004
Feingold (D-WI),Russell,S230,Feingold,D,WI,2004
Feinstein (D-CA),Dianne,S221,Feinstein,D,CA,2004
Frist (R-TN),Bill,S241,Frist,R,TN,2004
Graham (D-FL),Bob,S199,Graham,D,FL,2004
Harkin (D-IA),Tom,S172,Harkin,D,IA,2004
Jeffords (I-VT),James,S204,Jeffords,I,VT,2004
Johnson (D-SD),Tim,S257,Johnson,D,SD,2004
Kennedy (D-MA),Edward,S055,Kennedy,D,MA,2004
Kohl (D-WI),Herb,S209,Kohl,D,WI,2004
Landrieu (D-LA),Mary,S258,Landrieu,D,LA,2004
Lautenberg (D-NJ),Frank,S166,Lautenberg,D,NJ,2004
Leahy (D-VT),Patrick,S057,Leahy,D,VT,2004
Levin (D-MI),Carl,S131,Levin,D,MI,2004
Lincoln (D-AR),Blanche,S269,Lincoln,D,AR,2004
McCain (R-AZ),John,S197,McCain,R,AZ,2004
Mikulski (D-MD),Barbara,S182,Mikulski,D,MD,2004
Nelson (D-FL),Bill,S282,Nelson,D,FL,2004
Nelson (D-NE),E.,S283,Nelson,D,NE,2004
Pryor (D-AR),Mark,S295,Pryor,D,AR,2004
Reed (D-RI),John,S259,Reed,D,RI,2004
Reid (D-NV),Harry,S198,Reid,D,NV,2004
Rockefeller (D-WV),Jay,S176,Rockefeller,D,WV,2004
Sarbanes (D-MD),Paul,S106,Sarbanes,D,MD,2004
Schumer (D-NY),Charles,S270,Schumer,D,NY,2004
Snowe (R-ME),Olympia,S245,Snowe,R,ME,2004
Stabenow (D-MI),Debbie,S284,Stabenow,D,MI,2004
Wyden (D-OR),Ron,S247,Wyden,D,OR,2004
Baucus (D-MT),Max,S127,Baucus,D,MT,2004
Chambliss (R-GA),Saxby,S290,Chambliss,R,GA,2004
Dayton (D-MN),Mark,S280,Dayton,D,MN,2004
Edwards (D-NC),John,S267,Edwards,D,NC,2004
Inouye (D-HI),Daniel,S051,Inouye,D,HI,2004
Kerry (D-MA),John,S173,Kerry,D,MA,2004
Lieberman (D-CT),Joseph,S210,Lieberman,D,CT,2004
Alexander (R-TN),Lamar,S289,Alexander,R,TN,2004
Allard (R-CO),A.,S250,Allard,R,CO,2004
Allen (R-VA),George,S274,Allen,R,VA,2004
Bennett (R-UT),Robert,S231,Bennett,R,UT,2004
Bond (R-MO),Christopher,S200,Bond,R,MO,2004
Brownback (R-KS),Sam,S249,Brownback,R,KS,2004
Bunning (R-KY),Jim,S265,Bunning,R,KY,2004
Burns (R-MT),Conrad,S211,Burns,R,MT,2004
Chafee (R-RI),Lincoln,S272,Chafee,R,RI,2004
Cochran (R-MS),Thad,S136,Cochran,R,MS,2004
Coleman (R-MN),Norm,S291,Coleman,R,MN,2004
Collins (R-ME),Susan,S252,Collins,R,ME,2004
Cornyn (R-TX),John,S287,Cornyn,R,TX,2004
Craig (R-ID),Larry,S215,Craig,R,ID,2004
Crapo (R-ID),Michael,S266,Crapo,R,ID,2004
DeWine (R-OH),Mike,S240,DeWine,R,OH,2004
Dole (R-NC),Elizabeth,S292,Dole,R,NC,2004
Domenici (R-NM),Pete,S027,Domenici,R,NM,2004
Enzi (R-WY),Michael,S254,Enzi,R,WY,2004
Fitzgerald (R-IL),Peter,S268,Fitzgerald,R,IL,2004
Graham (R-SC),Lindsey,S293,Graham,R,SC,2004
Grassley (R-IA),Chuck,S153,Grassley,R,IA,2004
Gregg (R-NH),Judd,S224,Gregg,R,NH,2004
Hagel (R-NE),Chuck,S255,Hagel,R,NE,2004
Hatch (R-UT),Orrin,S118,Hatch,R,UT,2004
Hollings (D-SC),Ernest,S047,Hollings,D,SC,2004
Hutchison (R-TX),Kay,S235,Hutchison,R,TX,2004
Inhofe (R-OK),Jim,S236,Inhofe,R,OK,2004
Kyl (R-AZ),Jon,S243,Kyl,R,AZ,2004
Lott (R-MS),Trent,S203,Lott,R,MS,2004
Lugar (R-IN),Richard,S105,Lugar,R,IN,2004
McConnell (R-KY),Mitch,S174,McConnell,R,KY,2004
Miller (D-GA),Zell,S273,Miller,D,GA,2004
Murkowski (R-AK),Lisa,S288,Murkowski,R,AK,2004
Murray (D-WA),Patty,S229,Murray,D,WA,2004
Nickles (R-OK),Don,S158,Nickles,R,OK,2004
Roberts (R-KS),Pat,S260,Roberts,R,KS,2004
Santorum (R-PA),Rick,S244,Santorum,R,PA,2004
Sessions (R-AL),Jeff,S261,Sessions,R,AL,2004
Shelby (R-AL),Richard,S184,Shelby,R,AL,2004
Smith (R-OR),Gordon,S262,Smith,R,OR,2004
Specter (R-PA),Arlen,S161,Specter,R,PA,2004
Stevens (R-AK),Ted,S090,Stevens,R,AK,2004
Sununu (R-NH),John,S296,Sununu,R,NH,2004
Talent (R-MO),Jim,S286,Talent,R,MO,2004
Thomas (R-WY),Craig,S246,Thomas,R,WY,2004
Voinovich (R-OH),George,S271,Voinovich,R,OH,2004
Warner (R-VA),John,S143,Warner,R,VA,2004
Alexander (R-TN),Lamar,S289,Alexander,R,TN,2005
Allard (R-CO),A.,S250,Allard,R,CO,2005
Baucus (D-MT),Max,S127,Baucus,D,MT,2005
Bennett (R-UT),Robert,S231,Bennett,R,UT,2005
Biden (D-DE),Joseph,S010,Biden,D,DE,2005
Bond (R-MO),Christopher,S200,Bond,R,MO,2005
Brownback (R-KS),Samuel,S249,Brownback,R,KS,2005
Burr (R-NC),Richard,S300,Burr,R,NC,2005
Byrd (D-WV),Robert,S017,Byrd,D,WV,2005
